gender,name,variant,base_name,usage_note,declension,genitive,patr_old_m,patr_old_f,patr_m,patr_f,source
М,Данила,,Даниил,Разг.,"-ы, м. Разг. к Даниил (см.).",Данилы,Данилин,Данилина,Данилович,Даниловна,Словарь русских личных имен Петровского
М,Данило,,Даниил,Стар. разг. форма имени,"-ы, м. Стар. разг. форма имени Даниил (см.).",Данилы,Данилин,Данилина,Даниилович,Данииловна,(для варианта целевого современного отчества)
М,Данило,,Даниил,Стар. разг. форма имени,"-ы, м. Стар. разг. форма имени Даниил (см.).",Данилы,Данилин,Данилина,Данилович,Даниловна,Словарь русских личных имен Петровского
М,Дарий,,,,,,Дарьев,Дарьева,Дариевич,Дариевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Дарий,,,Стар. редк.,"-я, м. Стар. редк.",Дария,Дариев,Дариева,Дариевич,Дариевна,Словарь русских личных имен Петровского
Ж,Дария,,Дарья,Стар.,"-и, ж. Стар. форма имени Дарья (см.).",Дарии,,,,,Словарь русских личных имен Петровского
Ж,Дарья,Дария,,,"-и, ж.; стар. Дария, -и.",Дарьи,,,,,Словарь русских личных имен Петровского
М,Дасий,,,,,,Дасьев,Дасьева,Дасиевич,Дасиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Дасий,,,Стар. редк.,"-я, м. Стар. редк.",Дасия,Дасиев,Дасиева,Дасиевич,Дасиевна,Словарь русских личных имен Петровского
Ж,Дасия,Дасья,,,"-и, ж.; стар. Дасья, -и.",Дасии,,,,,Словарь русских личных имен Петровского
М,Дасс,,Дассий,Стар. форма имени,"-а, м. Стар. форма имени Дассий (см.).",Дасса,Дассов,Дассова,Дассиевич,Дассиевна,(для варианта целевого современного отчества)
М,Дасс,,Дассий,Стар. форма имени,"-а, м. Стар. форма имени Дассий (см.).",Дасса,Дассов,Дассова,Дассович,Дассовна,Словарь русских личных имен Петровского
